id,batch_no,platform_name,page_url,sku_id
1505901,2023102801,京东,https://item.jd.com/10030914128220.html,10030914128220
1505900,2023102801,京东,https://item.jd.com/10079112548348.html,10079112548348
1505899,2023102801,京东,https://item.jd.com/10030914128219.html,10030914128219
1505898,2023102801,京东,https://item.jd.com/10079112548347.html,10079112548347
1505897,2023102801,京东,https://item.jd.com/10068982790271.html,10068982790271
1505896,2023102801,京东,https://item.jd.com/10030914128221.html,10030914128221
1505895,2023102801,京东,https://item.jd.com/10023055349154.html,10023055349154
1505894,2023102801,京东,https://item.jd.com/10034506853639.html,10034506853639
1505893,2023102801,京东,https://item.jd.com/10034506853640.html,10034506853640
1505892,2023102801,京东,https://item.jd.com/10034506853638.html,10034506853638
1505891,2023102801,京东,https://item.jd.com/10081294931847.html,10081294931847
1505890,2023102801,京东,https://item.jd.com/10030189170418.html,10030189170418
1505889,2023102801,京东,https://item.jd.com/10081294931849.html,10081294931849
1505888,2023102801,京东,https://item.jd.com/10081294931848.html,10081294931848
1505887,2023102801,京东,https://item.jd.com/10081294931850.html,10081294931850
1505886,2023102801,京东,https://item.jd.com/10071906082856.html,10071906082856
1505885,2023102801,京东,https://item.jd.com/10071906082854.html,10071906082854
1505884,2023102801,京东,https://item.jd.com/10071906082855.html,10071906082855
1505883,2023102801,京东,https://item.jd.com/10030189170419.html,10030189170419
1505882,2023102801,京东,https://item.jd.com/10030189170417.html,10030189170417
1505881,2023102801,京东,https://item.jd.com/10066644143085.html,10066644143085
1505880,2023102801,京东,https://item.jd.com/10066644143084.html,10066644143084
1505879,2023102801,京东,https://item.jd.com/10044406033061.html,10044406033061
1505878,2023102801,京东,https://item.jd.com/10044406033060.html,10044406033060
1505877,2023102801,京东,https://item.jd.com/10044406033059.html,10044406033059
1505876,2023102801,京东,https://item.jd.com/10041104889480.html,10041104889480
1505875,2023102801,京东,https://item.jd.com/10041104889479.html,10041104889479
1505874,2023102801,京东,https://item.jd.com/10081294931845.html,10081294931845
1505873,2023102801,京东,https://item.jd.com/10041104889481.html,10041104889481
1505872,2023102801,京东,https://item.jd.com/10081294931844.html,10081294931844
1505871,2023102801,京东,https://item.jd.com/10081294931843.html,10081294931843
1505870,2023102801,京东,https://item.jd.com/10081294931846.html,10081294931846
1505869,2023102801,京东,https://item.jd.com/10055549108440.html,10055549108440
1505868,2023102801,京东,https://item.jd.com/10055549108442.html,10055549108442
1505867,2023102801,京东,https://item.jd.com/10055549108441.html,10055549108441
1505866,2023102801,京东,https://item.jd.com/10083357622239.html,10083357622239
1505865,2023102801,京东,https://item.jd.com/64036937464.html,64036937464
1505864,2023102801,京东,https://item.jd.com/10083357622238.html,10083357622238
1505863,2023102801,京东,https://item.jd.com/10074443088472.html,10074443088472
1505862,2023102801,京东,https://item.jd.com/10054181469909.html,10054181469909
1505861,2023102801,京东,https://item.jd.com/10054181469910.html,10054181469910
1505860,2023102801,京东,https://item.jd.com/100059727809.html,100059727809
1505859,2023102801,京东,https://item.jd.com/100053877554.html,100053877554
1505858,2023102801,京东,https://item.jd.com/100059727857.html,100059727857
1505857,2023102801,京东,https://item.jd.com/100053877538.html,100053877538
1505856,2023102801,京东,https://item.jd.com/100053877520.html,100053877520
1505855,2023102801,京东,https://item.jd.com/100059727835.html,100059727835
1505854,2023102801,京东,https://item.jd.com/10077722130189.html,10077722130189
1505853,2023102801,京东,https://item.jd.com/10077722130190.html,10077722130190
1505852,2023102801,京东,https://item.jd.com/10077722130187.html,10077722130187
1505851,2023102801,京东,https://item.jd.com/10077722130188.html,10077722130188
1505850,2023102801,京东,https://item.jd.com/10075522218519.html,10075522218519
1505849,2023102801,京东,https://item.jd.com/10075522218518.html,10075522218518
1505848,2023102801,京东,https://item.jd.com/10075522218517.html,10075522218517
1505847,2023102801,京东,https://item.jd.com/10075522218520.html,10075522218520
1505846,2023102801,京东,https://item.jd.com/10077532321290.html,10077532321290
1505845,2023102801,京东,https://item.jd.com/10077532321291.html,10077532321291
1505844,2023102801,京东,https://item.jd.com/10077532321289.html,10077532321289
1505843,2023102801,京东,https://item.jd.com/10077532321292.html,10077532321292
1505842,2023102801,京东,https://item.jd.com/10077602101366.html,10077602101366
1505841,2023102801,京东,https://item.jd.com/10077602101367.html,10077602101367
1505840,2023102801,京东,https://item.jd.com/10043633284016.html,10043633284016
1505839,2023102801,京东,https://item.jd.com/10076958295714.html,10076958295714
1505838,2023102801,京东,https://item.jd.com/10043550259121.html,10043550259121
1505837,2023102801,京东,https://item.jd.com/10076958295713.html,10076958295713
1505836,2023102801,京东,https://item.jd.com/10041642675254.html,10041642675254
1505835,2023102801,京东,https://item.jd.com/10046627448266.html,10046627448266
1505834,2023102801,京东,https://item.jd.com/10076958295711.html,10076958295711
1505833,2023102801,京东,https://item.jd.com/10076958295712.html,10076958295712
1505832,2023102801,京东,https://item.jd.com/10036822268845.html,10036822268845
1505831,2023102801,京东,https://item.jd.com/10036822268846.html,10036822268846
1505830,2023102801,京东,https://item.jd.com/10036822268847.html,10036822268847
1505829,2023102801,京东,https://item.jd.com/10046627448265.html,10046627448265
1505828,2023102801,京东,https://item.jd.com/10056126004849.html,10056126004849
1505827,2023102801,京东,https://item.jd.com/10076975128396.html,10076975128396
1505826,2023102801,京东,https://item.jd.com/10076975128398.html,10076975128398
1505825,2023102801,京东,https://item.jd.com/10076975128397.html,10076975128397
1505824,2023102801,京东,https://item.jd.com/10076975128395.html,10076975128395
1505823,2023102801,京东,https://item.jd.com/10077450619258.html,10077450619258
1505822,2023102801,京东,https://item.jd.com/10077450619264.html,10077450619264
1505821,2023102801,京东,https://item.jd.com/10077450619255.html,10077450619255
1505820,2023102801,京东,https://item.jd.com/10077450619257.html,10077450619257
1505819,2023102801,京东,https://item.jd.com/10056373490784.html,10056373490784
1505818,2023102801,京东,https://item.jd.com/10056373490785.html,10056373490785
1505817,2023102801,京东,https://item.jd.com/10056373490782.html,10056373490782
1505816,2023102801,京东,https://item.jd.com/10056373490783.html,10056373490783
1505815,2023102801,京东,https://item.jd.com/10071826283170.html,10071826283170
1505814,2023102801,京东,https://item.jd.com/10054171742065.html,10054171742065
1505813,2023102801,京东,https://item.jd.com/10071826283171.html,10071826283171
1505812,2023102801,京东,https://item.jd.com/10071826283172.html,10071826283172
1505811,2023102801,京东,https://item.jd.com/10071826283169.html,10071826283169
1505810,2023102801,京东,https://item.jd.com/10054171742066.html,10054171742066
1505809,2023102801,京东,https://item.jd.com/10054171742067.html,10054171742067
1505808,2023102801,京东,https://item.jd.com/10054171742064.html,10054171742064
1505807,2023102801,京东,https://item.jd.com/10075418833314.html,10075418833314
1505806,2023102801,京东,https://item.jd.com/10075418833313.html,10075418833313
1505805,2023102801,京东,https://item.jd.com/10075418833312.html,10075418833312
1505804,2023102801,京东,https://item.jd.com/10075418833315.html,10075418833315
1505803,2023102801,京东,https://item.jd.com/10070516695569.html,10070516695569
1505802,2023102801,京东,https://item.jd.com/10070532315218.html,10070532315218
1505801,2023102801,京东,https://item.jd.com/10070516695570.html,10070516695570
1505800,2023102801,京东,https://item.jd.com/10075417068616.html,10075417068616
1505799,2023102801,京东,https://item.jd.com/10075417068615.html,10075417068615
1505798,2023102801,京东,https://item.jd.com/10075417068614.html,10075417068614
1505797,2023102801,京东,https://item.jd.com/10075417068617.html,10075417068617
1505796,2023102801,京东,https://item.jd.com/10077450619260.html,10077450619260
1505795,2023102801,京东,https://item.jd.com/10077450619256.html,10077450619256
1505794,2023102801,京东,https://item.jd.com/10077450619261.html,10077450619261
1505793,2023102801,京东,https://item.jd.com/10077450619262.html,10077450619262
1505792,2023102801,京东,https://item.jd.com/10077450619252.html,10077450619252
1505791,2023102801,京东,https://item.jd.com/10077450619259.html,10077450619259
1505790,2023102801,京东,https://item.jd.com/10077450619263.html,10077450619263
1505789,2023102801,京东,https://item.jd.com/10077450619253.html,10077450619253
1505788,2023102801,京东,https://item.jd.com/10077450619254.html,10077450619254
1505787,2023102801,京东,https://item.jd.com/10063099984580.html,10063099984580
1505786,2023102801,京东,https://item.jd.com/10072028432930.html,10072028432930
1505785,2023102801,京东,https://item.jd.com/10063099984578.html,10063099984578
1505784,2023102801,京东,https://item.jd.com/10063099984581.html,10063099984581
1505783,2023102801,京东,https://item.jd.com/10063099984579.html,10063099984579
1505782,2023102801,京东,https://item.jd.com/10072028432928.html,10072028432928
1505781,2023102801,京东,https://item.jd.com/10072028432929.html,10072028432929
1505780,2023102801,京东,https://item.jd.com/10072028432927.html,10072028432927
1505779,2023102801,京东,https://item.jd.com/10078844546069.html,10078844546069
1505778,2023102801,京东,https://item.jd.com/10078334287281.html,10078334287281
1505777,2023102801,京东,https://item.jd.com/10076576548107.html,10076576548107
1505776,2023102801,京东,https://item.jd.com/10073012422678.html,10073012422678
1505775,2023102801,京东,https://item.jd.com/10070849855579.html,10070849855579
1505774,2023102801,京东,https://item.jd.com/10070849855582.html,10070849855582
1505773,2023102801,京东,https://item.jd.com/10070849855584.html,10070849855584
1505772,2023102801,京东,https://item.jd.com/10070849855575.html,10070849855575
1505771,2023102801,京东,https://item.jd.com/10070849855583.html,10070849855583
1505770,2023102801,京东,https://item.jd.com/10070849855581.html,10070849855581
1505769,2023102801,京东,https://item.jd.com/10070849855578.html,10070849855578
1505768,2023102801,京东,https://item.jd.com/10070849855576.html,10070849855576
1505767,2023102801,京东,https://item.jd.com/10070849855586.html,10070849855586
1505766,2023102801,京东,https://item.jd.com/10070849855580.html,10070849855580
1505765,2023102801,京东,https://item.jd.com/10070849855585.html,10070849855585
1505764,2023102801,京东,https://item.jd.com/10070849855577.html,10070849855577
1505763,2023102801,京东,https://item.jd.com/10070849855588.html,10070849855588
1505762,2023102801,京东,https://item.jd.com/10076599801844.html,10076599801844
1505761,2023102801,京东,https://item.jd.com/10076599801843.html,10076599801843
1505760,2023102801,京东,https://item.jd.com/10070849855587.html,10070849855587
1505759,2023102801,京东,https://item.jd.com/10071595505349.html,10071595505349
1505758,2023102801,京东,https://item.jd.com/71532474525.html,71532474525
1505757,2023102801,京东,https://item.jd.com/66982503766.html,66982503766
1505756,2023102801,京东,https://item.jd.com/10020077475094.html,10020077475094
1505755,2023102801,京东,https://item.jd.com/10041916514432.html,10041916514432
1505754,2023102801,京东,https://item.jd.com/10069305181462.html,10069305181462
1505753,2023102801,京东,https://item.jd.com/69696210992.html,69696210992
1505752,2023102801,京东,https://item.jd.com/10027994551496.html,10027994551496
1505751,2023102801,京东,https://item.jd.com/10026592127432.html,10026592127432
1505750,2023102801,京东,https://item.jd.com/10026592127433.html,10026592127433
1505749,2023102801,京东,https://item.jd.com/10026592127422.html,10026592127422
1505748,2023102801,京东,https://item.jd.com/10026592127426.html,10026592127426
1505747,2023102801,京东,https://item.jd.com/10056338291798.html,10056338291798
1505746,2023102801,京东,https://item.jd.com/10026592127434.html,10026592127434
1505745,2023102801,京东,https://item.jd.com/10026592127423.html,10026592127423
1505744,2023102801,京东,https://item.jd.com/10026592127424.html,10026592127424
1505743,2023102801,京东,https://item.jd.com/10026592127425.html,10026592127425
1505742,2023102801,京东,https://item.jd.com/10026592127427.html,10026592127427
1505741,2023102801,京东,https://item.jd.com/10026592127428.html,10026592127428
1505740,2023102801,京东,https://item.jd.com/10026592127429.html,10026592127429
1505739,2023102801,京东,https://item.jd.com/10026592127430.html,10026592127430
1505738,2023102801,京东,https://item.jd.com/10026592127431.html,10026592127431
1505737,2023102801,京东,https://item.jd.com/10047074914615.html,10047074914615
1505736,2023102801,京东,https://item.jd.com/10047074914616.html,10047074914616
1505735,2023102801,京东,https://item.jd.com/10047074914612.html,10047074914612
1505734,2023102801,京东,https://item.jd.com/10047074914613.html,10047074914613
1505733,2023102801,京东,https://item.jd.com/10056338291796.html,10056338291796
1505732,2023102801,京东,https://item.jd.com/10047074914614.html,10047074914614
1505731,2023102801,京东,https://item.jd.com/10056338291790.html,10056338291790
1505730,2023102801,京东,https://item.jd.com/10056338291794.html,10056338291794
1505729,2023102801,京东,https://item.jd.com/10056338291797.html,10056338291797
1505728,2023102801,京东,https://item.jd.com/10056338291799.html,10056338291799
1505727,2023102801,京东,https://item.jd.com/10056338291793.html,10056338291793
1505726,2023102801,京东,https://item.jd.com/10056338291791.html,10056338291791
1505725,2023102801,京东,https://item.jd.com/10056338291801.html,10056338291801
1505724,2023102801,京东,https://item.jd.com/10056338291795.html,10056338291795
1505723,2023102801,京东,https://item.jd.com/10056338291800.html,10056338291800
1505722,2023102801,京东,https://item.jd.com/10056338291792.html,10056338291792
1505721,2023102801,京东,https://item.jd.com/10071526159733.html,10071526159733
1505720,2023102801,京东,https://item.jd.com/10026596064770.html,10026596064770
1505719,2023102801,京东,https://item.jd.com/10071526159739.html,10071526159739
1505718,2023102801,京东,https://item.jd.com/10071526159734.html,10071526159734
1505717,2023102801,京东,https://item.jd.com/10071526159728.html,10071526159728
1505716,2023102801,京东,https://item.jd.com/10071526159737.html,10071526159737
1505715,2023102801,京东,https://item.jd.com/10071526159735.html,10071526159735
1505714,2023102801,京东,https://item.jd.com/10071526159731.html,10071526159731
1505713,2023102801,京东,https://item.jd.com/10071526159730.html,10071526159730
1505712,2023102801,京东,https://item.jd.com/10071526159736.html,10071526159736
1505711,2023102801,京东,https://item.jd.com/10071526159727.html,10071526159727
1505710,2023102801,京东,https://item.jd.com/10071526159738.html,10071526159738
1505709,2023102801,京东,https://item.jd.com/10071526159732.html,10071526159732
1505708,2023102801,京东,https://item.jd.com/10071526159729.html,10071526159729
1505707,2023102801,京东,https://item.jd.com/10026596064771.html,10026596064771
1505706,2023102801,京东,https://item.jd.com/10026596064772.html,10026596064772
1505705,2023102801,京东,https://item.jd.com/10026596064768.html,10026596064768
1505704,2023102801,京东,https://item.jd.com/10026596064778.html,10026596064778
1505703,2023102801,京东,https://item.jd.com/10026596064769.html,10026596064769
1505702,2023102801,京东,https://item.jd.com/10026596064773.html,10026596064773
1505701,2023102801,京东,https://item.jd.com/10026596064774.html,10026596064774
1505700,2023102801,京东,https://item.jd.com/10026596064775.html,10026596064775
1505699,2023102801,京东,https://item.jd.com/10026596064776.html,10026596064776
1505698,2023102801,京东,https://item.jd.com/10026596064777.html,10026596064777
1505697,2023102801,京东,https://item.jd.com/10026596064779.html,10026596064779
1505696,2023102801,京东,https://item.jd.com/10026596064780.html,10026596064780
1505695,2023102801,京东,https://item.jd.com/10065205435737.html,10065205435737
1505694,2023102801,京东,https://item.jd.com/10065205435739.html,10065205435739
1505693,2023102801,京东,https://item.jd.com/10065205435740.html,10065205435740
1505692,2023102801,京东,https://item.jd.com/10065205435741.html,10065205435741
1505691,2023102801,京东,https://item.jd.com/10065205435742.html,10065205435742
1505690,2023102801,京东,https://item.jd.com/10065205435746.html,10065205435746
1505689,2023102801,京东,https://item.jd.com/10065205435748.html,10065205435748
1505688,2023102801,京东,https://item.jd.com/10026593708572.html,10026593708572
1505687,2023102801,京东,https://item.jd.com/10026475891105.html,10026475891105
1505686,2023102801,京东,https://item.jd.com/10026475891108.html,10026475891108
1505685,2023102801,京东,https://item.jd.com/10040312292852.html,10040312292852
